DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Zomba,ZA,2742,Chinamwali Private Clinic,South East,Clinic,Private for profit,Urban,-15.381600,35.355840,,
Zomba,ZA,2755,"Mitondo, Peter R. P. Prime Pri",South East,Clinic,Private for profit,Rural,-15.526100,35.486190,,
Zomba,ZA,2756,"Ntata, Anthony C.",South East,Clinic,Private for profit,Urban,-15.389290,35.320560,,
Zomba,ZA,2757,Wecare Maternity Private Clini,South East,Clinic,Private for profit,Urban,-15.378060,35.361230,,
Zomba,ZA,2744,Maela Health Centre,South East,Health Centre,NGO,Rural,-15.509870,35.131500,,
Zomba,ZA,2747,Mwandamu Health Centre,South East,Health Centre,NGO,Rural,-15.498030,35.188030,,
Zomba,ZA,2758,Compassionate Mission Clinic,South East,Clinic,NGO,Urban,-15.324020,35.393720,,
Zomba,ZA,2759,Zomba BLM,South East,Clinic,NGO,Urban,-15.389190,35.319890,,
Zomba,ZA,2760,Chancellor College,South East,Clinic,Private for profit,Urban,-15.385330,35.332130,,
Zomba,ZA,2761,State House Dispensary,South East,Dispensary,Government/public,Urban,-15.381530,35.310270,,
Zomba,ZA,2762,Zomba Central Prison Clinic,South East,Clinic,Government/public,Urban,-15.396110,35.312480,,
,,,,,,,,,,,
Chiradzulu,CZ,2801,Chiradzulu District Hospital,South West,District Hospital,Government/public,Rural,-15.710720,35.174190,,
Chiradzulu,CZ,2802,Chitera Health Centre,South West,Health Centre,Government/public,Rural,-15.606460,35.123060,,
Chiradzulu,CZ,2813,Mauwa Health Centre,South West,Health Centre,Government/public,Rural,-15.652830,35.249800,,
Chiradzulu,CZ,2814,Mbulumbuzi Health Centre,South West,Health Centre,Government/public,Rural,-15.638340,35.156870,,
Chiradzulu,CZ,2804,Milepa Health Centre,South West,Health Centre,Government/public,Rural,-15.687130,35.318180,,
Chiradzulu,CZ,2805,Namadzi Health Centre,South West,Health Centre,Government/public,Rural,-15.546630,35.187610,,
Chiradzulu,CZ,2806,Namitambo Health Centre,South West,Health Centre,Government/public,Rural,-15.841130,35.270190,,
Chiradzulu,CZ,2807,Ndunde Health Centre,South West,Health Centre,Government/public,Rural,-15.696150,35.233550,,
Chiradzulu,CZ,2809,Nkalo Health Centre,South West,Health Centre,Government/public,Rural,-15.970650,35.309970,,
Chiradzulu,CZ,2812,Thumbwe Health Centre,South West,Health Centre,Government/public,Rural,-15.768230,35.248490,,
Chiradzulu,CZ,2815,Malavi Dispensary,South West,Dispensary,Government/public,Rural,-15.836860,35.148670,,
Chiradzulu,CZ,2808,St. Joseph Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.801730,35.168250,,
Chiradzulu,CZ,2810,PIM Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.753090,35.192300,,
Chiradzulu,CZ,2816,"Namakhwa, Jomo. Malavi Private",South West,Clinic,Private for profit,Rural,-15.835620,35.115780,,
Chiradzulu,CZ,2817,Akasale Private Clinic,South West,Other Hospital,Private for profit,Urban,-15.759600,35.114930,,
Chiradzulu,CZ,2811,Bilal Islamic Clinic,South West,Other Hospital,Private for profit,Rural,-15.741490,35.130470,,
Chiradzulu,CZ,2819,Namadzi Private Clinic,South West,Other Hospital,Private for profit,Rural,-15.549400,35.181970,,
,,,,,,,,,,,
Blantyre,BT,2926,Queen Elizabeth Central Hospital,South West,Central Hospital,Government/public,Urban,-15.802140,35.021000,,
Blantyre,BT,2930,Blantyre City Assembly Clinic,South West,Clinic,Government/public,Urban,-15.803330,35.038950,,
Blantyre,BT,2924,Bangwe Health Centre,South West,Health Centre,Government/public,Urban,-15.823820,35.080460,,
Blantyre,BT,2902,Chabvala Health Centre,South West,Health Centre,Government/public,Rural,-15.833720,34.834610,,
Blantyre,BT,2903,Chikowa Health Centre,South West,Health Centre,Government/public,Rural,-15.671330,34.871720,,
Blantyre,BT,2904,Chileka Health Centre,South West,Health Centre,Government/public,Urban,-15.685750,34.970140,,
Blantyre,BT,2905,Chilomoni Health Centre,South West,Health Centre,Government/public,Urban,-15.771280,34.981560,,
Blantyre,BT,2906,Chimembe Health Centre,South West,Health Centre,Government/public,Rural,-15.777330,34.885480,,
Blantyre,BT,2907,Dziwe Health Centre,South West,Health Centre,Government/public,Rural,-15.563690,34.880380,,
Blantyre,BT,2908,Limbe Health Centre,South West,Health Centre,Government/public,Urban,-15.816880,35.051760,,
Blantyre,BT,2909,Lirangwe Health Centre,South West,Health Centre,Government/public,Rural,-15.529630,35.029730,,
Blantyre,BT,2910,Lundu Health Centre,South West,Health Centre,Government/public,Rural,-15.421850,35.012940,,
Blantyre,BT,2911,Madziabango Health Centre,South West,Health Centre,Government/public,Rural,-15.967800,34.908250,,
Blantyre,BT,2912,Makata Health Centre,South West,Health Centre,Government/public,Rural,-15.629960,35.079640,,
Blantyre,BT,2913,Mdeka Health Centre,South West,Health Centre,Government/public,Rural,-15.467690,34.942360,,
Blantyre,BT,2916,Mpemba Health Centre,South West,Health Centre,Government/public,Rural,-15.873850,34.952300,,
Blantyre,BT,2917,Namikoko Health Centre,South West,Health Centre,Government/public,Rural,-15.486510,35.073790,,
Blantyre,BT,2918,Ndirande Health Centre,South West,Health Centre,Government/public,Urban,-15.778100,35.039460,,
Blantyre,BT,2921,South Lunzu Health Centre,South West,Health Centre,Government/public,Rural,-15.726780,35.054710,,
Blantyre,BT,2980,Sanjika Clinic,South West,Clinic,Government/public,Urban,-15.792670,34.972880,,
Blantyre,BT,2922,Zingwangwa Health Centre,South West,Health Centre,Government/public,Urban,-15.821400,35.011970,,
Blantyre,BT,2929,Blantyre Adventist Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-15.782400,35.003100,,
Blantyre,BT,2915,Mlambe Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-15.644660,35.017330,,
Blantyre,BT,2923,Chileka SDA Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.659860,34.929040,,
Blantyre,BT,2960,Malabada Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.767590,35.044460,,
Blantyre,BT,2979,St Vincent Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.914210,34.949840,,
Blantyre,BT,2920,Soche Maternity,South West,Health Centre,Government/public,Rural,-15.857260,35.027610,,
Blantyre,BT,2977,Soche SDA Dispensary,South West,Clinic,Christian Health Association of Malawi (CHAM),Urban,-15.809180,35.019770,,
Blantyre,BT,2981,Dr Chilemba Surgery,South West,Clinic,Private for profit,Urban,-15.786400,35.000800,,
Blantyre,BT,2982,Dr Dzinyemba Private Clinic,South West,Clinic,Private for profit,Urban,-15.786090,35.006630,,
Blantyre,BT,2983,Dr Kidys,South West,Other Hospital,Private for profit,Urban,-15.786620,35.007550,,
Blantyre,BT,2984,Dr S. Kampondeni,South West,Other Hospital,Private for profit,Urban,-15.816410,35.066290,,
Blantyre,BT,2985,"Dzamalala, Charles  P. Malmed",South West,Clinic,Private for profit,Urban,-15.786550,35.007470,,
Blantyre,BT,2986,"Gatrad, Mahomed I.",South West,Other Hospital,Private for profit,Urban,-15.787070,35.006250,,
Blantyre,BT,2987,"Girach, Bilkis A.",South West,Other Hospital,Private for profit,Urban,-15.787210,35.004880,,
Blantyre,BT,2988,"Limbe Private Hospital, Kalong",South West,Other Hospital,Private for profit,Urban,-15.809020,35.059160,,
Blantyre,BT,2965,"Mtengoumodzi Private Hospital,",South West,Other Hospital,Private for profit,Urban,-15.724500,35.016370,,
Blantyre,BT,2989,"Munthali, Joyce W. Naperi medi",South West,Other Hospital,Private for profit,Urban,-15.804400,35.008200,,
Blantyre,BT,2967,Mwaiwathu Private Hospital,South West,Other Hospital,Private for profit,Urban,-15.785470,35.016910,,
Blantyre,BT,2970,Nyambadwe Private Hospital,South West,Other Hospital,Private for profit,Urban,-15.771390,35.023230,,
Blantyre,BT,2990,"Jere, Raymond M. Medicare Heal",South West,Clinic,Private for profit,Urban,-15.786710,35.007990,,
Blantyre,BT,2991,Lumbira / Mitsidi Health Centr,South West,Health Centre,Private for profit,Urban,-15.777020,34.968730,,
Blantyre,BT,2992,Amitofo Care Centre,South West,Clinic,NGO,Urban,-15.747680,35.107470,,
Blantyre,BT,2993,Ayali Private Clinic,South West,Clinic,Private for profit,Urban,-15.659290,35.021140,,
Blantyre,BT,2994,Banzi Private,South West,Clinic,Private for profit,Urban,-15.816020,35.015670,,
Blantyre,BT,2995,Belton Kapyepye Memorial Clini,South West,Clinic,Private for profit,Urban,-15.808690,34.994340,,
Blantyre,BT,2996,Bernald Kachale Private Clinic,South West,Clinic,Private for profit,Urban,-15.780180,35.073520,,
Blantyre,BT,2997,"Bhuptani, Girishkumar C.",South West,Clinic,Private for profit,Urban,-15.788260,35.005540,,
Blantyre,BT,2998,"Chifundo Private Clinic, Monje",South West,Clinic,Private for profit,Urban,-15.775620,34.980030,,
Blantyre,BT,2999,Chilani Clinic,South West,Clinic,Private for profit,Urban,-15.828740,35.006770,,
Blantyre,BT,5001,"Chilobwe Private Clinic, Banda",South West,Clinic,Private for profit,Urban,-15.833050,35.007420,,
Blantyre,BT,5002,"Chilomoni Private Clinic, Ngai",South West,Clinic,Private for profit,Urban,-15.774350,34.981450,,
Blantyre,BT,5003,"Chinjobvu Private Clinic, Phir",South West,Clinic,Private for profit,Urban,-15.736760,35.019200,,
Blantyre,BT,5004,"Chisi, John E M. Limbe Diagnos",South West,Clinic,Private for profit,Urban,-15.818630,35.056390,,
Blantyre,BT,5005,"Chitekwe, Arthur D. Arthur Gar",South West,Clinic,Private for profit,Urban,-15.836260,35.091930,,
Blantyre,BT,5006,Dalirani Clinic,South West,Clinic,Private for profit,Urban,-15.825290,35.080390,,
Blantyre,BT,5007,"De Johnstone, Maria I M.",South West,Clinic,Private for profit,Rural,-15.784870,35.017680,,
Blantyre,BT,5008,"El-Barakah Private Clinic, Nte",South West,Clinic,Private for profit,Rural,-15.683370,34.965840,,
Blantyre,BT,5009,Elim Private Clinic,South West,Clinic,Private for profit,Urban,-15.818800,35.012310,,
Blantyre,BT,5010,"Hale Medical Skin Clinic, Mwal",South West,Clinic,Private for profit,Urban,-15.810640,35.014380,,
Blantyre,BT,5011,Hasco Clinic,South West,Clinic,Private for profit,Rural,-15.777380,35.006210,,
Blantyre,BT,5012,Kanjedza MASM Medi Clinic,South West,Clinic,Private for profit,Urban,-15.812270,35.055040,,
Blantyre,BT,5013,"Khuoge, Dane.",South West,Clinic,Private for profit,Urban,-15.767080,35.074710,,
Blantyre,BT,5014,"Kotecha, Leesha D,",South West,Clinic,Private for profit,Rural,-15.789500,35.086160,,
Blantyre,BT,5015,"Limbe Health Clinic, Ngwira, W",South West,Clinic,Private for profit,Urban,-15.813150,35.061190,,
Blantyre,BT,2954,"Lungu Private Clinic, Lungu, J",South West,Clinic,Private for profit,Urban,-15.829990,35.078830,,
Blantyre,BT,5016,"Makwasa Private Clinic, Taulo,",South West,Clinic,Private for profit,Urban,-15.750170,35.080500,,
Blantyre,BT,5017,Malamulo Day Clinic Amina,South West,Clinic,Private for profit,Urban,-15.803610,35.074710,,
Blantyre,BT,5018,"Merit Private Clinic, Masangan",South West,Clinic,Private for profit,Urban,-15.779270,35.043870,,
Blantyre,BT,5019,"Mkwaira, Ladison E. L & A Priv",South West,Clinic,Private for profit,Urban,-15.775280,35.047060,,
Blantyre,BT,5020,"Moyo Private Clinic, Manjomo,",South West,Clinic,Private for profit,Rural,-15.653740,35.020130,,
Blantyre,BT,5021,"Mt. Soche Clinic, Nyirenda, Co",South West,Clinic,Private for profit,Urban,-15.812890,35.022270,,
Blantyre,BT,5022,"Munthali, Ndikulakwanji N. Pra",South West,Clinic,Private for profit,Urban,-15.729150,35.055810,,
Blantyre,BT,5023,"Mwachira Private Clinic, Chikw",South West,Clinic,Private for profit,Urban,-15.655480,35.021580,,
Blantyre,BT,5024,"Mwaiwathu Clinic, Mbvundula, M",South West,Clinic,Private for profit,Urban,-15.811910,35.047880,,
Blantyre,BT,5025,"Mwanamanga, Happiness.",South West,Clinic,Private for profit,Urban,-15.762000,34.979700,,
Blantyre,BT,5026,"Namboya, Felix. Limbe Central",South West,Clinic,Private for profit,Rural,-15.813810,35.061200,,
Blantyre,BT,5027,Semema Clinic,South West,Clinic,Private for profit,Urban,-15.731350,35.057980,,
Blantyre,BT,5028,Shifa Medical Centre,South West,Clinic,Private for profit,Urban,-15.787150,35.010450,,
Blantyre,BT,5029,"Sungani's Medical Centre, Sung",South West,Clinic,Private for profit,Urban,-15.728320,35.019530,,
Blantyre,BT,5030,Tadala Private Clinic,South West,Clinic,Private for profit,Urban,-15.833040,35.085200,,
Blantyre,BT,5031,"Thandizo Private Clinic, Semak",South West,Clinic,Private for profit,Urban,-15.743370,35.016770,,
Blantyre,BT,5032,"Thejopal, Rita S.",South West,Clinic,Private for profit,Rural,-15.783920,35.002380,,
Blantyre,BT,5033,"Tilinanu Private Clinic, Tamao",South West,Clinic,Private for profit,Urban,-15.773820,35.032620,,
Blantyre,BT,5034,Truzag,South West,Clinic,Private for profit,Urban,-15.811960,35.057530,,
Blantyre,BT,5035,Ulemu Private Clinic,South West,Clinic,Private for profit,Urban,-15.775290,35.002070,,
Blantyre,BT,5036,"Viyuyi, Mathews M. Yankho Priv",South West,Clinic,Private for profit,Urban,-15.742510,35.077600,,
Blantyre,BT,5037,Sunny Side B,South West,Clinic,Private for profit,Urban,-15.800250,34.996400,,
Blantyre,BT,5038,Beit trust Cure International,South West,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,-15.803540,35.017530,,
Blantyre,BT,5039,Kachere Rehabilitation Centre,South West,Other Hospital,NGO,Urban,-15.803390,35.018190,,
Blantyre,BT,5040,Blantyre Dream Project Clinic,South West,Health Centre,NGO,Urban,-15.791820,35.012730,,
Blantyre,BT,5041,Aquid Lifeline Project,South West,Clinic,NGO,Rural,-15.622170,35.056040,,
Blantyre,BT,2940,BLM Chilomoni Clinic,South West,Clinic,NGO,Urban,-15.775700,34.980480,,
Blantyre,BT,2934,BLM Lunzu Clinic,South West,Clinic,NGO,Urban,-15.651140,35.020280,,
Blantyre,BT,5042,BLM Midima Clinic,South West,Clinic,NGO,Urban,-15.831210,35.080060,,
Blantyre,BT,2983,BLM Zingwangwa Clinic,South West,Clinic,NGO,Urban,-15.818470,35.011710,,
Blantyre,BT,5043,Limbe Home Based Care Centre,South West,Clinic,NGO,Urban,-15.817140,35.051870,,
Blantyre,BT,2956,Macro Blantyre Clinic,South West,Clinic,NGO,Urban,-15.807050,35.029930,,
Blantyre,BT,5044,Madinah Social Services Clinic,South West,Clinic,NGO,Urban,-15.829310,35.074050,,
Blantyre,BT,2969,Ndirande BLM Clinic,South West,Clinic,NGO,Urban,-15.773640,35.030810,,
Blantyre,BT,2978,SOS Medical Centre,South West,Clinic,Company,Urban,-15.725620,35.058230,,
Blantyre,BT,5045,Auction Holdings Clinic,South West,Clinic,Company,Urban,-15.811950,35.064170,,
Blantyre,BT,5046,Blantyre Water Board - Mudi,South West,Clinic,Company,Urban,-15.795300,35.038110,,
Blantyre,BT,5047,Blantyre Water Board - Walker',South West,Clinic,Company,Rural,-15.514930,34.833590,,
Blantyre,BT,5048,Carlsberg Brewery Malawi Ltd.,South West,Clinic,Company,Urban,-15.793670,35.034680,,
Blantyre,BT,5049,Central East African Railways,South West,Clinic,Company,Urban,-15.815360,35.063300,,
Blantyre,BT,5050,Chichiri ESCOM Clinic,South West,Clinic,Company,Urban,-15.793420,35.024440,,
Blantyre,BT,5051,Chichiri Prison,South West,Clinic,Government/public,Urban,-15.805770,35.032420,,
Blantyre,BT,5052,David Whitehead,South West,Clinic,Company,Urban,-15.790960,35.033740,,
Blantyre,BT,5053,Henred Fruehauf Clinic,South West,Clinic,Company,Urban,-15.789010,35.034580,,
Blantyre,BT,5054,Limbe Leaf Tobacco Clinic Limb,South West,Clinic,Company,Urban,-15.813610,35.070350,,
Blantyre,BT,5055,Polytechnic,South West,Clinic,Government/public,Urban,-15.802070,35.027180,,
Blantyre,BT,5056,Portland,South West,Clinic,Company,Urban,-15.792360,35.028160,,
Blantyre,BT,5057,Press Corporation Ltd. Clinic,South West,Clinic,Private for profit,Rural,-15.797620,35.023110,,
Blantyre,BT,5058,PVHO,South West,Clinic,Government/public,Urban,-15.786050,35.018180,,
Blantyre,BT,5059,Unilever South East Company Cl,South West,Clinic,Company,Urban,-15.804390,35.060910,,
,,,,,,,,,,,
Mwanza,MN,3801,Mwanza District Hospital,South West,District Hospital,Government/public,Urban,-15.591180,34.509980,,
Mwanza,MN,3802,Kunenekude Health Centre,South West,Health Centre,Government/public,Rural,-15.464670,34.491420,,
Mwanza,MN,3804,Thambani Health Centre,South West,Health Centre,Government/public,Rural,-15.726090,34.399530,,
Mwanza,MN,3803,Tulonkhondo Health Centre,South West,Health Centre,Government/public,Urban,-15.749600,34.522770,,
Mwanza,MN,3805,Tiyende Ptv Clinic,South West,Clinic,Private for profit,Urban,-15.594670,34.511020,,
Mwanza,MN,3806,Muyendebwino Wellness Centre,South West,Clinic,NGO,Rural,-15.578350,34.477360,,
Mwanza,MN,3807,Mwanza BLM Clinic,South West,Clinic,NGO,Rural,-15.597470,34.515050,,
,,,,,,,,,,,
Thyolo,TO,3121,Thyolo District Hospital,South West,District Hospital,Government/public,Urban,-16.069370,35.148060,,
Thyolo,TO,3119,Thekerani Rural Hospital,South West,Rural/Community Hospital,Government/public,Rural,-16.321040,35.207410,,
Thyolo,TO,3101,Bvumbwe Health Centre,South West,Health Centre,Government/public,Rural,-15.928230,35.077860,,
Thyolo,TO,3101,Bvumbwe Makungwa Health Centre,South West,Health Centre,Government/public,Rural,-15.939810,35.026330,,
Thyolo,TO,3103,Changata Health Centre,South West,Health Centre,Government/public,Rural,-16.232480,35.147680,,
Thyolo,TO,3104,Chimaliro Health Centre,South West,Health Centre,Government/public,Rural,-15.977060,35.181620,,
Thyolo,TO,3105,Chimvu,South West,Health Centre,Government/public,Rural,-15.941980,35.123080,,
Thyolo,TO,3127,Chisoka Health Centre,South West,Health Centre,Government/public,Rural,-15.941810,35.208790,,
Thyolo,TO,3128,Dzimbiri Health Centre (DiDi),South West,Health Centre,Government/public,Rural,-16.060960,34.989990,,
Thyolo,TO,3129,Kadango Health Centre,South West,Clinic,Private for profit,Rural,-16.006830,35.310090,,
Thyolo,TO,3109,Khonjeni Health Centre,South West,Health Centre,Government/public,Rural,-16.096920,35.271290,,
Thyolo,TO,3114,Mikolongwe Health Centre,South West,Health Centre,Government/public,Rural,-15.901490,35.183670,,
Thyolo,TO,3123,Zoa Health Centre,South West,Health Centre,Government/public,Rural,-16.237640,35.199920,,
Thyolo,TO,3126,Amalika Dispensary,South West,Dispensary,Government/public,Rural,-15.992030,35.031830,,
Thyolo,TO,3130,Mapanga Clinic,South West,Clinic,Government/public,Rural,-16.037640,35.016750,,
Thyolo,TO,3106,Chingadzi Rural Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.918420,35.205950,,
Thyolo,TO,3111,Malamulo Mission Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.171550,35.110110,,
Thyolo,TO,3124,Chipho Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.171528,35.110222,,
Thyolo,TO,3110,Makapwa Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.181990,35.279840,,
Thyolo,TO,3131,Mitengo Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.111230,35.245910,,
Thyolo,TO,3132,Molere Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.217580,35.135520,,
Thyolo,TO,3120,Thomasi Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-16.028780,34.978810,,
Thyolo,TO,3108,Halena Oakely/Mtambanyama Clin,South West,Clinic,Christian Health Association of Malawi (CHAM),Rural,-16.126680,35.084570,,
Thyolo,TO,3133,"Hiwa, Garfield J. Monekera Pri",South West,Clinic,Private for profit,Rural,-15.926860,35.086610,,
Thyolo,TO,3134,Jeofia,South West,Clinic,Private for profit,Urban,-16.007580,35.308250,,
Thyolo,TO,3135,"Kaliwo, Ignacious S. Luchenza",South West,Clinic,Private for profit,Urban,-16.007960,35.309390,,
Thyolo,TO,3136,"Lumbe, John L.",South West,Clinic,Private for profit,Rural,-15.921530,35.084640,,
Thyolo,TO,3138,"Mbvundula, Presley G. Germa Pr",South West,Clinic,Private for profit,Urban,-15.887220,35.064430,,
Thyolo,TO,3139,BLM Bvumbwe Clinic,South West,Clinic,NGO,Rural,-15.931330,35.082130,,
Thyolo,TO,3140,Magunda Health Centre,South West,Health Centre,Government/public,Rural,-16.028840,35.261660,,
Thyolo,TO,3141,Mianga Health Centre,South West,Health Centre,Company,Rural,-16.098830,35.075530,,
Thyolo,TO,3142,Naming'omba Health Centre,South West,Health Centre,Company,Rural,-16.040090,35.089960,,
Thyolo,TO,3143,Sambankhanga Health Centre,South West,Health Centre,Company,Rural,-16.139810,35.098520,,
Thyolo,TO,3144,Satemwa Clinic,South West,Health Centre,Company,Rural,-16.076410,35.076920,,
Thyolo,TO,3145,Thunga Health Centre,South West,Health Centre,Company,Rural,-16.000960,35.065320,,
Thyolo,TO,3146,Gotha Dispensary,South West,Dispensary,Company,Rural,-16.092390,35.190110,,
Thyolo,TO,3147,Kasembeleka,South West,Dispensary,Company,Rural,-16.121310,35.099020,,
Thyolo,TO,3148,Kumadzi Dispensary,South West,Dispensary,Company,Rural,-16.100300,35.288760,,
Thyolo,TO,3149,Mafisi Health Centre,South West,Clinic,Company,Rural,-16.068050,35.251010,,
Thyolo,TO,3150,Makwasa Estate Clinic,South West,Clinic,Company,Rural,-16.194760,35.105640,,
Thyolo,TO,3151,Mchima Clinic,South West,Clinic,Company,Rural,-16.113880,35.140180,,
Thyolo,TO,3152,Nasonia,South West,Clinic,Company,Rural,-16.024750,35.156500,,
Thyolo,TO,3153,Chithebe Health Centre,South West,Health Centre,Government/public,Rural,-16.002180,35.012940,,
Thyolo,TO,3154,Dzimbiri Health Post,South West,Health Post,Government/public,Rural,-16.102020,34.997220,,
,,,,,,,,,,,
Mulanje,MJ,3211,Mulanje District Hospital,South East,District Hospital,Government/public,Urban,-16.025490,35.507850,,
Mulanje,MJ,3201,Bondo Health Centre,South East,Health Centre,Government/public,Rural,-16.042670,35.613880,,
Mulanje,MJ,3202,Chambe Health Centre,South East,Health Centre,Government/public,Rural,-15.903340,35.490750,,
Mulanje,MJ,3203,Chinyama Health Centre,South East,Health Centre,Government/public,Rural,-16.156650,35.340940,,
Mulanje,MJ,3221,Chisitu Health Centre,South East,Health Centre,Government/public,Rural,-16.001030,35.432600,,
Mulanje,MJ,3204,Chonde Health Centre,South East,Health Centre,Government/public,Rural,-15.997080,35.323330,,
Mulanje,MJ,3205,Dzenje Health Centre,South East,Health Centre,Government/public,Rural,-16.116950,35.405580,,
Mulanje,MJ,3206,Kambenje Health Centre,South East,Health Centre,Government/public,Rural,-15.853080,35.563940,,
Mulanje,MJ,3207,Mbiza Health Centre,South East,Health Centre,Government/public,Rural,-16.092900,35.346020,,
Mulanje,MJ,3208,Milonde Health Centre,South East,Health Centre,Government/public,Rural,-16.102640,35.478260,,
Mulanje,MJ,3209,Mimosa Dispensary,South East,Dispensary,Government/public,Rural,-16.085740,35.612630,,
Mulanje,MJ,3224,Mkomaula Health Centre,South East,Health Centre,Government/public,Rural,-15.721100,35.366720,,
Mulanje,MJ,3210,Mpala Health Centre,South East,Health Centre,Government/public,Rural,-16.143860,35.524790,,
Mulanje,MJ,3213,Mulomba Health Centre,South East,Health Centre,Government/public,Rural,-15.765350,35.511820,,
Mulanje,MJ,3214,Muloza Heath Centre,South East,Health Centre,Government/public,Rural,-16.062520,35.762260,,
Mulanje,MJ,3216,Namphungo Health Centre,South East,Health Centre,Government/public,Rural,-15.804070,35.349100,,
Mulanje,MJ,3222,Naphimba Health Centre,South East,Health Centre,Government/public,Rural,-16.036280,35.678540,,
Mulanje,MJ,3219,Thuchila Health Centre,South East,Health Centre,Government/public,Urban,-15.919170,35.361190,,
Mulanje,MJ,3212,Mulanje Mission Hospital,South East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.021030,35.464360,,
Mulanje,MJ,3215,Namasalima Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.080160,35.715730,,
Mulanje,MJ,3217,Namulenga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.865630,35.327180,,
Mulanje,MJ,3218,Thembe Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.087030,35.434170,,
Mulanje,MJ,3226,Fomo Clinic,South East,Clinic,Private for profit,Urban,-16.006030,35.481670,,
Mulanje,MJ,3227,Khamalathu Private Clinic,South East,Clinic,Private for profit,Rural,-16.106520,35.344910,,
Mulanje,MJ,3228,"Lingalawe, Albert. Chiluli Pri",South East,Clinic,Private for profit,Urban,-16.009460,35.484890,,
Mulanje,MJ,3229,"Machado, Alfred W. J. Machado",South East,Clinic,Private for profit,Urban,-16.026680,35.505290,,
Mulanje,MJ,3230,"St. Mamwene Private Clinic, Nd",South East,Clinic,Private for profit,Urban,-15.916610,35.357950,,
Mulanje,MJ,3231,"Saha Private Clinic, Ngulama,",South East,Clinic,Private for profit,Rural,-16.078940,35.731560,,
Mulanje,MJ,3232,Mulanje BLM Clinic,South East,Clinic,NGO,Urban,-16.014180,35.493170,,
Mulanje,MJ,3233,Lujeri Health Centre,South East,Health Centre,Company,Rural,-16.028260,35.655170,,
Mulanje,MJ,3234,Chisambo Estate Clinic,South East,Clinic,Company,Rural,-16.038220,35.708990,,
Mulanje,MJ,3235,Eldorado Estate Clinic,South East,Clinic,Company,Rural,-16.066790,35.613900,,
Mulanje,MJ,3236,Esparanza Estate Clinic,South East,Clinic,Company,Urban,-16.033950,35.504750,,
Mulanje,MJ,3237,Glenorchy Estate Clinic,South East,Clinic,Company,Rural,-15.983300,35.483860,,
Mulanje,MJ,3238,Lauderdale Estate Clinic,South East,Clinic,Company,Rural,-16.043310,35.535150,,
Mulanje,MJ,3239,Likanga Estate Clinic,South East,Clinic,Company,Rural,-16.083060,35.586090,,
Mulanje,MJ,3240,Limbuli Estate Clinic,South East,Clinic,Company,Rural,-16.055040,35.721290,,
Mulanje,MJ,3241,Minimini Estate Clinic,South East,Clinic,Company,Rural,-16.056760,35.584440,,
Mulanje,MJ,3242,Phwazi Estate Clinic,South East,Clinic,Company,Rural,-16.017920,35.682940,,
Mulanje,MJ,3243,Ruo Estate Clinic,South East,Clinic,Company,Rural,-16.089640,35.665070,,
Mulanje,MJ,3244,Sayama Clinic,South East,Clinic,Company,Rural,-16.071070,35.547100,,
Mulanje,MJ,3245,Thornwood Estate Clinic,South East,Clinic,Company,Rural,-16.069360,35.630330,,
,,,,,,,,,,,
Phalombe,PE,3503,Chitekesa Health Centre,South East,Health Centre,Government/public,Rural,-15.552180,35.572440,,
Phalombe,PE,3505,Kalinde Health Centre,South East,Health Centre,Government/public,Rural,-15.671870,35.728380,,
Phalombe,PE,3506,Migowi Health Centre,South East,Health Centre,Government/public,Rural,-15.719220,35.685420,,
Phalombe,PE,3507,Mkhwayi Health Centre,South East,Health Centre,Government/public,Rural,-15.614570,35.627870,,
Phalombe,PE,3508,Mpasa Health Centre,South East,Health Centre,Government/public,Rural,-15.757900,35.611420,,
Phalombe,PE,3510,Nambazo Health Centre,South East,Health Centre,Government/public,Rural,-15.559190,35.815660,,
